exchange,inputdate,companyName,valueEUR,tradeSignificance
Istanbul (Turkey),20170105,TOFAS-TURK OTOMOBIL FABRIKAS,30760.2509,3
SIX (Switzerland),20170105,PARTNERS GROUP AG,25574.6601,3
Warsaw Stock Exchange (Poland),20170105,MAGNA POLONIA SA,12204.1299,3
OMX-Stockholm (Sweden),20170105,DRILLCON AB,2913.4296,3
OMX-Stockholm (Sweden),20170105,DRILLCON AB,1757.7672,3
OMX-Stockholm (Sweden),20170105,DRILLCON AB,5398.4298,3
Warsaw Stock Exchange (Poland),20170105,X-TRADE BROKERS DOM,128704.8527,2
OMX-Stockholm (Sweden),20170105,DRILLCON AB,6901.0892,3
MTA-Borsa Italiana,20170105,BANCA MEDIOLANUM,140160.0,3
OMX-Stockholm (Sweden),20170105,DRILLCON AB,2014.925,3
OMX-Stockholm (Sweden),20170105,DRILLCON AB,13875.2255,3
Italian regulated market (Italy),20170105,UNIPOL GRUPPO FINANZIARIO,124936.3266,3
Tradegate (Germany),20170105,INNOGY SE,10201.28,3
ATHEX (Greece),20170105,MLS MULTIMEDIA SA,40108.5,3
LSE (UK),20170105,AB DYNAMICS PLC,63966.65,3
off exchange,20170105,AMNODE AB,31487.8307,1
not reported,20170105,AMAG AUSTRIA METALL AG,135000.0,2
Wiener Boerse (Austria),20170105,AMAG AUSTRIA METALL AG,3380.0,3
not reported,20170105,AMAG AUSTRIA METALL AG,135000.0,2
OTC,20170105,ENTER AIR SA,57211.296,2
OTC,20170105,ENTER AIR SA,28605.648,2
OTC,20170105,ENTER AIR SA,28605.648,2
OMX-Helsinki (Finland),20170105,CAVERION OYJ,372242.0,3
OMX-Helsinki (Finland),20170105,CAVERION OYJ,155928.39,1
off exchange,20170105,ENTERPRISE INNS PLC,0.0,1
off exchange,20170105,ENTERPRISE INNS PLC,150186.2121,1
off exchange,20170105,ENTERPRISE INNS PLC,0.0,1
off exchange,20170105,ENTERPRISE INNS PLC,74746.2062,2
OMX-Helsinki (Finland),20170105,CAVERION OYJ,19357.64,1
OMX-Copenhagen (Denmark),20170105,BLUE VISION A/S,11690.165,3
market transaction,20170105,ATAL SA,48794.8552,3
ATHEX (Greece),20170105,MINOAN LINES SA,4800.0,3
off exchange,20170105,PHOENIX GROUP HLDGS,0.0,1
LSE (UK),20170105,PHOENIX GROUP HLDGS,117589.1908,1
Italian regulated market (Italy),20170105,ORSERO SPA,23210.0,3
market transaction,20170105,PETROFRONTIER CORP,229.6766,3
market transaction,20170105,PETROFRONTIER CORP,2183.6279,3
Euronext Paris (France),20170105,DALET SA,20397.5,3
Euronext Paris (France),20170105,DALET SA,3743.4,3
Euronext Paris (France),20170105,DALET SA,1999.2,3
Euronext Paris (France),20170105,STALLERGENES GREER PLC,4864.0,3
Euronext Paris (France),20170105,LANSON-BCC,13359.81,3
Alternext Paris (France),20170105,ABIVAX SA,63996.3368,3
Alternext Paris (France),20170105,DIETSWELL,1748.0,3
Alternext Paris (France),20170105,CARMAT,22614.7128,3
off exchange,20170105,ECOSLOPS SA,49200.0,1
SIX (Switzerland),20170105,ALTIN AG,550066.8039,3
Euronext Bruxelles (Belgium),20170105,IMMOBILIERE DE BELGIQUE,26000.0,3
Euronext Bruxelles (Belgium),20170105,IMMOBILIERE DE BELGIQUE,4382.4,3
Euronext Bruxelles (Belgium),20170105,IMMOBILIERE DE BELGIQUE,5304.0,3
Euronext Bruxelles (Belgium),20170105,LOTUS BAKERIES NV,174743.17,2
not reported,20170105,LOTUS BAKERIES NV,36264.21,1
Euronext Bruxelles (Belgium),20170105,IMMOBILIERE DE BELGIQUE,22226.1,3
NASDAQ STOCKHOLM AB,20170105,HEMFOSA FASTIGHETER AB,65140.4498,3
NASDAQ STOCKHOLM AB,20170105,HEMFOSA FASTIGHETER AB,40447.6142,1
AKTIETORGET,20170105,SIVERS IMA HOLDING AB,5702.6413,2
AKTIETORGET,20170105,SIVERS IMA HOLDING AB,2749.9372,2
AKTIETORGET,20170105,SIVERS IMA HOLDING AB,1740.1323,2
off exchange,20170105,WEATHERFORD INTL PLC,0.0,1
off exchange,20170105,WEATHERFORD INTL PLC,0.0,1
off exchange,20170105,WEATHERFORD INTL PLC,0.0,1
off exchange,20170105,UNITED TECHNOLOGIES CORP,0.0,1
NYSE/NASDAQ/AMEX (USA),20170105,UNITED TECHNOLOGIES CORP,43438.2424,1
market transaction,20170105,KIRKLAND LAKE GOLD LTD,5174.9017,1
market transaction,20170105,NORDIC MINES AB,410.5716,3
market transaction,20170105,NORDIC MINES AB,324.8251,3
market transaction,20170105,NORDIC MINES AB,324.206,3
market transaction,20170105,NORDIC MINES AB,410.9843,3
market transaction,20170105,NORDIC MINES AB,2731.1069,3
market transaction,20170105,NORDIC MINES AB,695.0672,3
market transaction,20170105,NORDIC MINES AB,1651.9433,3
market transaction,20170105,NORDIC MINES AB,2157.8825,3
market transaction,20170105,NORDIC MINES AB,831.0827,3
market transaction,20170105,NORDIC MINES AB,7433.4602,3
Istanbul (Turkey),20170106,POLISAN HOLDING AS,887.2856,3
Istanbul (Turkey),20170106,POLISAN HOLDING AS,888.5924,3
Istanbul (Turkey),20170106,POLISAN HOLDING AS,889.8992,3
Istanbul (Turkey),20170106,POLISAN HOLDING AS,891.2059,3
Istanbul (Turkey),20170106,POLISAN HOLDING AS,589.0584,3
Istanbul (Turkey),20170106,KUYUMCUKENT GAYRIMENKUL,41743.0263,3
Istanbul (Turkey),20170106,ALTINYAG,2002830.8617,3
Istanbul (Turkey),20170106,PINAR SU SANAYI VE TICARET,38760.7586,3
off exchange,20170105,WIRTUALNA POLSKA,38902125.1706,2
LSE (UK),20170106,PANTHEON RESOURCES PLC,39095.475,3
LSE (UK),20170106,PANTHEON RESOURCES PLC,13033.2893,3
LSE (UK),20170106,JARVIS SECURITIES PLC,8012.376,3
off exchange,20170106,SD STANDARD DRILLING PLC,786143.6167,2
off exchange,20170106,SD STANDARD DRILLING PLC,193556.3239,2
Euronext Amsterdam (Netherlands),20170106,ARGEN-X SE,880550.0,3
off exchange,20170105,WIRTUALNA POLSKA,19405295.3792,2
off exchange,20170106,SD STANDARD DRILLING PLC,175499.1879,2
off exchange,20170105,WIRTUALNA POLSKA,6498943.2638,2
off exchange,20170105,WIRTUALNA POLSKA,6498943.2638,2
off exchange,20170105,WIRTUALNA POLSKA,6498943.2638,2
OMX-Copenhagen (Denmark),20170106,ALM BRAND A/S,89615.6644,1
Bucharest (Romania),20170106,ELECTROARGES SA CURTEA,4328.4531,3
SIX (Switzerland),20170106,NEBAG,43253.8329,3
Budapest (Hungary),20170106,MOL HUNGARIAN OIL,384267.4522,2
Budapest (Hungary),20170106,MOL HUNGARIAN OIL,452348.4354,2
Budapest (Hungary),20170106,MOL HUNGARIAN OIL,217411.2323,2
Budapest (Hungary),20170106,MOL HUNGARIAN OIL,390664.5578,2
not reported,20170106,CHINA MEDICAL SYSTEM HLDG,16944326.4484,3
OMX-Copenhagen (Denmark),20170106,ASGAARD GROUP A/S,5631.343,1
OMX-Copenhagen (Denmark),20170106,ASGAARD GROUP A/S,15205.9116,1
OMX-Copenhagen (Denmark),20170106,ASGAARD GROUP A/S,22766.4981,1
LSE (UK),20170106,WEISS KOREA OPPORTUNITY FUND,847800.75,3
not reported,20170106,UNITED PLANTATIONS BHD,1264194.1363,3
not reported,20170106,UNITED PLANTATIONS BHD,10308.6429,3
off exchange,20170106,BEGBIES TRAYNOR GROUP PLC,25193.3297,2
off exchange,20170106,LUZERNER KANTONALBANK,187244.7041,1
LSE (UK),20170106,OMG PLC,24868.822,3
LSE (UK),20170106,STRATEGIC MINERALS PLC,14194.4395,3
London (UK),20170106,NEXT PLC,120097.785,3
NOT OTC,20170106,UNIPER SE,207040.0,3
off exchange,20170106,CLOSE BROTHERS GROUP PLC,0.0,1
LSE (UK),20170106,CLOSE BROTHERS GROUP PLC,148826.5106,2
Istanbul (Turkey),20170106,ALTINYAG,3619.0278,3
Istanbul (Turkey),20170106,ALTINYAG,10393.9751,3
Istanbul (Turkey),20170106,ALTINYAG,40427.933,3
Istanbul (Turkey),20170106,ALTINYAG,334232.3361,3
Istanbul (Turkey),20170106,ALTINYAG,624549.5734,3
LSE (UK),20170106,BP PLC,133438.719,3
London (UK),20170106,MONCHHICHI PLC,35142.0,3
SIX (Switzerland),20170106,PARTNERS GROUP AG,25379.8695,3
London (UK),20170106,VINALAND,201383.8748,1
market transaction,20170106,PRIVATE ASSETS AG,698.0,3
MTA-Borsa Italiana,20170106,BANCA MEDIOLANUM,142.3,3
MTA-Borsa Italiana,20170106,OVS SPA,19935.825,3
Italian regulated market (Italy),20170106,BANCA MEDIOLANUM,288103.876,3
Italian regulated market (Italy),20170106,ORSERO SPA,29540.0,3
OTC,20170106,AVIO SPA,1021020.0,1
Italian regulated market (Italy),20170106,EI TOWERS,1289597.244,3
Italian regulated market (Italy),20170106,EI TOWERS,27741.28,3
Italian regulated market (Italy),20170106,EI TOWERS,39306.6555,3
Italian regulated market (Italy),20170106,EI TOWERS,26402.1128,3
Italian regulated market (Italy),20170106,EI TOWERS,6780.97,3
Italian regulated market (Italy),20170106,EI TOWERS,1062811.8354,3
Italian regulated market (Italy),20170106,EI TOWERS,343184.8875,3
Italian regulated market (Italy),20170106,EI TOWERS,149204.0294,3
Italian regulated market (Italy),20170106,EI TOWERS,840082.04,3
Italian regulated market (Italy),20170106,EI TOWERS,19931.16,3
Italian regulated market (Italy),20170106,EI TOWERS,5281.98,3
Italian regulated market (Italy),20170106,EI TOWERS,418524.8,3
Italian regulated market (Italy),20170106,EI TOWERS,303316.6754,3
Italian regulated market (Italy),20170106,EI TOWERS,16780.481,3
Italian regulated market (Italy),20170106,EI TOWERS,7718.5278,3
Italian regulated market (Italy),20170106,EI TOWERS,38011.125,3
off exchange,20170106,UDG HEALTHCARE PLC,115705.94,1
LSE (UK),20170106,UDG HEALTHCARE PLC,223670.9816,2
Oslobors (Norway),20170106,TIDE ASA,140648.5566,1
not reported,20170102,TIDE ASA,19538.7874,1
not reported,20170103,TIDE ASA,122906.5292,1
Oslobors (Norway),20170106,TIDE ASA,133390.9697,1
SIX (Switzerland),20170106,EDISUN POWER AG,4571.1121,3
BATS,20170106,WENDEL,80536.7345,3
BATS,20170106,WENDEL,61224.435,3
BATS,20170106,WENDEL,1262976.6886,3
Euronext Paris (France),20170106,SCOR SE,1175825.001,2
off exchange,20170106,SCOR SE,615299.9994,1
OTC,20170106,PATRIMOINE ET COMMERCE,4122941.6848,1
off exchange,20170106,EKINOPS SA,33600.792,1
Euronext Paris (France),20170106,ALTUR INVESTISSEMENT SCA,7760.79,3
Euronext Paris (France),20170106,ADLPARTNER,79260.5468,3
Alternext Paris (France),20170106,CARMAT,32207.9191,3
Alternext Paris (France),20170106,DIETSWELL,1886.0,3
Alternext Paris (France),20170106,ABIVAX SA,28164.9787,3
BATS,20170106,WENDEL,121847.1595,3
BATS,20170106,WENDEL,209518.8144,3
BATS,20170106,WENDEL,897870.0226,3
BATS,20170106,WENDEL,114.8,3
BATS,20170106,WENDEL,256453.925,3
Euronext Lisbon (Portugal),20170106,RAMADA INVESTIMENTOS SGPS SA,5160.0,3
Euronext Bruxelles (Belgium),20170106,ECONOCOM GROUP BV,142351.0,3
Euronext Bruxelles (Belgium),20170106,ECONOCOM GROUP BV,140000.0,3
Euronext Bruxelles (Belgium),20170106,ECONOCOM GROUP BV,70500.0,3
Euronext Bruxelles (Belgium),20170106,ECONOCOM GROUP BV,71175.0,3
Euronext Bruxelles (Belgium),20170106,ECONOCOM GROUP BV,70950.0,3
Euronext Bruxelles (Belgium),20170106,KBC GROUP NV,32393.48,3
Euronext Bruxelles (Belgium),20170106,BANIMMO,56804.0,3
Euronext Bruxelles (Belgium),20170106,BANIMMO,44622.0,3
SIX (Switzerland),20170106,ALTIN AG,11946.4514,3
market transaction,20170106,TOUCHSTONE EXPLORATION INC,16013.5607,3
off exchange,20170107,ASTARTA HOLDING NV,28112506.3365,2
Euronext Amsterdam (Netherlands),20170107,CNH INDUSTRIAL NV,41658.4194,3
Euronext Amsterdam (Netherlands),20170107,CNH INDUSTRIAL NV,39023.9995,3
TSE-Toronto (Canada),20170107,MX OIL PLC,21548.9596,2
LSE (UK),20170106,RIVERSTONE ENERGY LTD,34804.224,3
LSE (UK),20170106,RIVERSTONE ENERGY LTD,58091.5413,3
LSE (UK),20170106,RIVERSTONE ENERGY LTD,236734.1853,2
LSE (UK),20170106,RIVERSTONE ENERGY LTD,314638.4538,2
LSE (UK),20170106,RIVERSTONE ENERGY LTD,234550.0077,2
LSE (UK),20170106,RIVERSTONE ENERGY LTD,232520.8704,2
Istanbul (Turkey),20170109,IS FINANSAL KIRALAMA AS,27893.4694,3
Euronext Bruxelles (Belgium),20170106,JENSEN-GROUP NV,5188.5,3
off exchange,20170106,OCTOPUS APOLLO VCT PLC,6260.065,2
AKTIETORGET,20170109,AMNODE AB,2724.5278,3
off exchange,20170109,AMNODE AB,52479.7179,1
Euronext Lisbon (Portugal),20170106,RAMADA INVESTIMENTOS SGPS SA,21887.5,3
Bucharest (Romania),20170109,SSIF BRK FINANCIAL GROUP SA,1593.4883,3
OTC,20170109,AUDEN AG,56175.0,2
OMX-Copenhagen (Denmark),20170109,ALM BRAND A/S,100285.7699,1
market transaction,20170109,BWT GROUP,24610.0,1
OTC,20170109,FAGERHULT AB,80753.3875,2
NOT OTC,20170109,RHOEN-KLINIKUM AG,381465.0,3
NOT OTC,20170109,RHOEN-KLINIKUM AG,639107.5,3
not reported,20170109,UNITED PLANTATIONS BHD,1706832.3518,3
SIX (Switzerland),20170109,PARTNERS GROUP AG,25433.6025,3
ATHEX (Greece),20170109,KLEEMAN HELLAS SA,47916.42,1
ATHEX (Greece),20170109,KLEEMAN HELLAS SA,51944.3,1
off exchange,20170109,MYFC HOLDING AB,524797.3887,1
LSE (UK),20170109,JERSEY ELECTRICITY PLC,7018.8518,3
Italian regulated market (Italy),20170109,MAILUP SPA,26544.96,3
Zagreb (Croatia),20170109,HRVATSKI TELEKOM DD,59973.0795,1
Zagreb (Croatia),20170109,HRVATSKI TELEKOM DD,26749.6489,1
XETRA (Germany),20170109,SCHNEIDER-NEUREITHER & PARTN,44509.5,3
Bolsa de Madrid (Spain),20170109,PAPELES & CARTONES EUROPA SA,32580.0,3
off exchange,20170109,PGS-PETROLEUM GEO-SERVICES,1726.5448,2
off exchange,20170109,PGS-PETROLEUM GEO-SERVICES,1691.5641,2
XETRA (Germany),20170109,TELE COLUMBUS AG,26426.05,3
NASDAQ STOCKHOLM AB,20170109,AVTECH SWEDEN AB,3765.2467,3
	FIRST NORTH SWEDEN,20170109,SCANDINAVIAN CHEMOTECH AB,5961.6407,3
OMX-Helsinki (Finland),20170109,PANOSTAJA OYJ,310960.0,3
off exchange,20170109,POWERCELL SWEDEN AB,32044.6586,1
Oslobors (Norway),20170109,B2HOLDING ASA,55378.4882,3
Italian regulated market (Italy),20170109,NICE SPA,10250.4,3
Istanbul (Turkey),20170109,EURO MENKUL KIYMET,82795.5274,3
market transaction,20170109,RWE AG,21053.84,3
Hamburg (Germany),20170109,CASH MEDIEN AG,5425.0,3
off exchange,20170109,URU METALS LTD,17258.9983,2
off exchange,20170109,URU METALS LTD,17471.9983,2
market transaction,20170109,ELETTRA INVESTIMENTI SPA,52996.6,1
MICEX (Russia),20170109,ACRON PJSC,11482.2318,3
off exchange,20170109,TIETO CORP,0.0,1
off exchange,20170109,ELETTRA INVESTIMENTI SPA,750000.0,1
London (UK),20170109,JAMES CROPPER PLC,8987.5968,3
NASDAQ STOCKHOLM AB,20170109,AB SAGAX,12790.3568,3
NASDAQ STOCKHOLM AB,20170109,AB SAGAX,5969.5679,3
OTC,20170109,AQERI HOLDING AB,235830.0172,2
OTC,20170109,AQERI HOLDING AB,522325.1405,2
NOT OTC,20170109,BIOFRONTERA AG,51552.605,3
OTC,20170109,AQERI HOLDING AB,286495.1233,2
Bolsa de Madrid (Spain),20170109,ERCROS SA,245228.0,3
Bolsa de Madrid (Spain),20170109,ERCROS SA,125160.0,3
off exchange,20170109,BADGER EXPLORER ASA,777347.6976,2
off exchange,20170109,HUNTER GROUP ASA,510828.487,2
SIX (Switzerland),20170109,DOTTIKON ES HOLDING AG,14241.7295,3
off exchange,20170109,TIDE ASA,188964.4524,1
London (UK),20170109,SIRIUS REAL ESTATE LTD,22950.0,3
	FIRST NORTH SWEDEN,20170109,IRISITY AB,4298.0301,2
	FIRST NORTH SWEDEN,20170109,IRISITY AB,3984.8614,2
	FIRST NORTH SWEDEN,20170109,IRISITY AB,4355.994,2
	FIRST NORTH SWEDEN,20170109,IRISITY AB,3928.9458,2
	FIRST NORTH SWEDEN,20170109,IRISITY AB,3941.0301,2
	FIRST NORTH SWEDEN,20170109,IRISITY AB,3143.9759,2
	FIRST NORTH SWEDEN,20170109,IRISITY AB,3851.9337,2
	FIRST NORTH SWEDEN,20170109,IRISITY AB,3598.3072,3
	FIRST NORTH SWEDEN,20170109,IRISITY AB,3224.7732,3
	FIRST NORTH SWEDEN,20170109,IRISITY AB,2794.87,3
	FIRST NORTH SWEDEN,20170109,IRISITY AB,730.9754,3
OTC,20170109,DELTICOM AG,142400.0,2
OTC,20170109,DELTICOM AG,142400.0,2
Alternext Paris (France),20170109,FASHION BEL AIR,4187.61,3
Euronext Paris - Marche Libre (France),20170109,PROLOGUE,3400.0,3
Euronext Paris (France),20170109,PROLOGUE,3499.9999,3
Euronext Paris (France),20170109,PROLOGUE,3400.0,3
Alternext Paris (France),20170109,ABIVAX SA,113737.0234,3
Alternext Paris (France),20170109,FASHION BEL AIR,1155.7,1
Alternext Paris (France),20170109,FASHION BEL AIR,1506.16,1
Alternext Paris (France),20170109,FASHION BEL AIR,383.5,1
Alternext Paris (France),20170109,FASHION BEL AIR,1130.35,1
Alternext Paris (France),20170109,FASHION BEL AIR,896.0,1
SIX (Switzerland),20170109,ALTIN AG,4243.4665,3
Euronext Paris (France),20170109,NATUREX SA,5208.0,3
Euronext Paris (France),20170109,NATUREX SA,11940.7574,3
Euronext Paris (France),20170109,NATUREX SA,14177.4269,3
Euronext Paris (France),20170109,NATUREX SA,15792.0,3
Euronext Paris (France),20170109,NATUREX SA,35905.774,3
Euronext Paris (France),20170109,NATUREX SA,42616.1708,3
Alternext Paris (France),20170109,DIETSWELL,7516.4001,3
Alternext Paris (France),20170109,CARMAT,14797.0688,3
Euronext Paris (France),20170109,ELECTRO POWER SYS,11523.46,3
Euronext Paris (France),20170109,ELECTRO POWER SYS,16836.3,3
Euronext Paris (France),20170109,ELECTRO POWER SYS,10342.64,3
Euronext Paris (France),20170109,ELECTRO POWER SYS,4446.4,3
Euronext Paris (France),20170109,ELECTRO POWER SYS,5505.72,3
Euronext Paris (France),20170109,ELECTRO POWER SYS,25410.0,3
Euronext Paris (France),20170109,ELECTRO POWER SYS,16462.95,3
OTC,20170109,ELECTRO POWER SYS,102000.0002,2
OTC,20170109,ELECTRO POWER SYS,349998.5006,2
OTC,20170109,ELECTRO POWER SYS,522500.0,2
XETRA (Germany),20170109,SHOP APOTHEKE EUROPE NV,129766.0,3
AKTIETORGET,20170109,AMNODE AB,25500.9285,1
AKTIETORGET,20170109,AMNODE AB,25562.2288,1
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,2782.1816,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,1519.6758,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,807.6233,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,1298.6054,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,2.1126,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,51.6265,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,1078.3299,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,1759.3286,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,854.2435,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,3.011,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,794.0246,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,1892.5991,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,0.4918,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,323.8581,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,1815.9588,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,1616.1201,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,540.3147,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,3072.883,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,441.5328,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,583.2925,3
	FIRST NORTH SWEDEN,20170109,AQERI HOLDING AB,1958.9551,3
off exchange,20170109,WEATHERFORD INTL PLC,0.0,1
NYSE/NASDAQ/AMEX (USA),20170109,WEATHERFORD INTL PLC,4118.7566,1
TSE-Toronto (Canada),20170109,MX OIL PLC,160671.1778,2
market transaction,20170109,KIRKLAND LAKE GOLD LTD,2040968.6747,3
market transaction,20170109,KIRKLAND LAKE GOLD LTD,5853160.8124,3
London (UK),20170109,ASHTEAD GROUP PLC,4586444.903,3
off exchange,20170109,ZYTRONIC PLC,0.0,1
Oslobors (Norway),20170109,STORM REAL ESTATE AS,179.3452,3
off exchange,20170109,SD STANDARD DRILLING PLC,49972.352,2
off exchange,20170109,SD STANDARD DRILLING PLC,49972.352,2
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,792.5499,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,12189.2845,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,4554.855,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,32989.1631,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,3960.0593,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,26459.2837,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,34953.6558,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,19442.1262,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,6478.4277,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,13394.079,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,45050.9458,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,336861.9222,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,20360.387,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,6898.8318,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,1531.4688,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,51573.8571,3
Istanbul (Turkey),20170110,KUYUMCUKENT GAYRIMENKUL,30537.5618,3
Istanbul (Turkey),20170110,PINAR SU SANAYI VE TICARET,2659.0036,3
LSE (UK),20170110,VPC SPECIALTY LENDING INV,69865.5596,3
off exchange,20170110,PROPHOTONIX LTD,0.0,1
Warsaw Stock Exchange (Poland),20170109,NETIA HOLDINGS SA,118942.4264,3
off exchange,20170110,TIE KINETIX NV,0.0,1
off exchange,20170110,TIE KINETIX NV,0.0,1
LSE (UK),20170109,GVC HOLDINGS PLC,6040000.7936,3
OTC,20170109,GVC HOLDINGS PLC,3775000.496,2
OMX-Copenhagen (Denmark),20170110,ASGAARD GROUP A/S,7729.9757,1
OMX-Copenhagen (Denmark),20170110,ASGAARD GROUP A/S,10903.6093,1
OMX-Copenhagen (Denmark),20170110,ASGAARD GROUP A/S,26171.352,1
OMX-Copenhagen (Denmark),20170110,ASGAARD GROUP A/S,4678.8352,1
OMX-Copenhagen (Denmark),20170110,ASGAARD GROUP A/S,77431.4282,1
AKTIETORGET,20170109,AMNODE AB,28955.4064,3
off exchange,20170110,AURUM MINING,28765.0,2
off exchange,20170110,SHEARWATER GROUP PLC,28765.0,2
off exchange,20170110,AURUM MINING,28765.0,2
off exchange,20170110,AURUM MINING,28765.0,2
off exchange,20170110,SHEARWATER GROUP PLC,28765.0,2
NOT OTC,20170110,RHOEN-KLINIKUM AG,635125.0,3
Bucharest (Romania),20170110,SIF 2 MOLDOVA SA,182.2081,3
market transaction,20170110,BWT GROUP,11960.0,1
market transaction,20170110,GIGLIO GROUP SPA,8706.0,3
Italian regulated market (Italy),20170110,GIGLIO GROUP SPA,135268.35,3
Bucharest (Romania),20170110,OMV PETROM,86231.0049,3
SIX (Switzerland),20170110,NEBAG,37679.494,3
Bucharest (Romania),20170110,COMELF SA,2444.2556,1
Bucharest (Romania),20170110,SANTIERUL NAVAL ORSOVA SA,646.0256,2
off exchange,20170109,BADGER EXPLORER ASA,33227.1261,2
off exchange,20170109,BADGER EXPLORER ASA,33227.1261,2
OTC,20170110,EXPEDIT A/S,1199383.1533,2
SIX (Switzerland),20170110,BOBST GROUP SA,19152.8785,1
SIX (Switzerland),20170110,BOBST GROUP SA,7871.0411,1
SIX (Switzerland),20170110,BOBST GROUP SA,327.9515,1
SIX (Switzerland),20170110,BOBST GROUP SA,1883.1301,1
SIX (Switzerland),20170110,BOBST GROUP SA,739.8011,1
NASDAQ STOCKHOLM AB,20170110,HEBA FASTIGHETS AB,5825.1482,3
off exchange,20170109,BADGER EXPLORER ASA,276892.7179,2
NASDAQ STOCKHOLM AB,20170110,VICTORIA PARK I MALMO AB,4597.4264,3
London (UK),20170110,METALS EXPLORATION PLC,287650.0,3
OMX-Copenhagen (Denmark),20170110,ALM BRAND A/S,100079.4678,1
XETRA (Germany),20170110,ECOMMERCE ALLIANCE AG,3050.0,3
XETRA (Germany),20170110,INNOGY SE,8971.83,3
ATHEX (Greece),20170110,KLEEMAN HELLAS SA,122442.3,1
NOT OTC,20170110,TUI AG,1517830.1,3
NASDAQ STOCKHOLM AB,20170110,FAST PARTNER AB,13870.6445,3
OTC,20170110,TC TECH SWEDEN AB,215504.3635,2
OTC,20170110,TC TECH SWEDEN AB,215504.3635,2
NOT OTC,20170110,TUI AG,1728494.2539,3
OTC,20170110,TC TECH SWEDEN AB,215504.3635,2
OTC,20170110,TC TECH SWEDEN AB,215504.3635,2
NOT OTC,20170110,TUI AG,2135768.05,3
NOT OTC,20170110,TUI AG,4344369.7199,3
ATHEX (Greece),20170110,KLEEMAN HELLAS SA,203254.42,1
market transaction,20170110,GRUPO EZENTIS SA,7548.79,3
market transaction,20170110,GRUPO EZENTIS SA,3234.59,3
market transaction,20170110,GRUPO EZENTIS SA,1909.98,3
market transaction,20170110,GRUPO EZENTIS SA,2079.0,3
